epoch,total_loss,pde1_loss,pde2_loss,pde3_loss,dissipated_power_loss,volume_loss,pde1_loss_smooth,pde2_loss_smooth,pde3_loss_smooth,dissipated_power_loss_smooth,volume_loss_smooth
22,527999.4375,250190.5632019043,1066.356673836708,26.291953125000003,95.12722500000001,0.15187440490722656,25.01905632019043,0.1066356673836708,202430.93674094416,317090.75,8452.645135852159
23,510099.375,247917.51861572266,1091.2799090147018,25.9960109375,93.96075,0.1377703399658203,24.791751861572266,0.10912799090147018,189823.53623435088,313202.5,7048.4477697563125
24,494385.5625,245512.27569580078,1107.1328073740005,25.685239062500003,92.812903125,0.12479097747802735,24.551227569580078,0.11071328073740005,179081.8500519544,309376.34375,5902.707395383244
25,480369.25,242927.4559020996,1108.5668951272964,25.35911875,91.660696875,0.1129099578857422,24.29274559020996,0.11085668951272964,169838.41393501684,305535.65625,4970.774063310586
26,467649.4375,240134.73510742188,1094.2277312278748,25.017309375,90.487940625,0.10208113861083985,24.013473510742188,0.10942277312278748,161784.4705781713,301626.46875,4214.378514656302
27,455903.0,237119.65560913086,1065.2387142181396,24.6596296875,89.28384375,0.0922447509765625,23.711965560913086,0.10652387142181396,154665.3462171927,297612.8125,3601.0381065299734
28,444874.53125,233878.00216674805,1024.0724682807922,24.2860328125,88.041825,0.08333232879638672,23.387800216674805,0.10240724682807922,148274.88140423596,293472.75,3103.4267160543823
29,434365.34375,230412.40692138672,973.7597405910492,23.8965953125,86.7583875,0.07527144622802734,23.041240692138672,0.09737597405910492,142448.8088358594,289194.625,2698.768083061994
30,424223.3125,226729.98428344727,917.3661470413208,23.4915171875,85.43218125,0.06798879241943359,22.672998428344727,0.09173661470413208,137058.34915497247,284773.9375,2368.2505065153237
31,414333.9375,222840.74783325195,857.6757460832596,23.0710734375,84.063309375,0.06141310882568359,22.284074783325195,0.08576757460832596,132004.00512218848,280211.03125,2096.5111339089053
32,404611.46875,218756.06536865234,797.0258593559265,22.635618750000003,82.652653125,0.05547655105590821,21.875606536865234,0.07970258593559265,127209.52767767385,275508.84375,1871.1381214641005
33,394993.0,214487.9913330078,737.2523099184036,22.185571875,81.2016375,0.050115928649902344,21.44879913330078,0.07372523099184036,122617.13951824419,270672.125,1682.2292089514667
34,385432.90625,210048.33221435547,679.7006726264954,21.721409375,79.71180000000001,0.04527337646484375,21.004833221435547,0.06797006726264954,118183.82914019935,265706.0,1521.9988170387223
35,375897.71875,205448.58932495117,625.2814084291458,21.2436453125,78.18467343750001,0.04089631271362305,20.544858932495117,0.06252814084291458,113877.14775773603,260615.578125,1384.3811528080696
36,366363.34375,200699.52011108398,574.5437368750572,20.75284375,76.62175781250001,0.03693742752075196,20.0699520111084,0.05745437368750572,109672.67286246642,255405.859375,1264.6888271428907
37,356812.5625,195811.13815307617,527.7590081095695,20.2496109375,75.024365625,0.03335445785522461,19.581113815307617,0.052775900810956955,105552.37833199091,250081.21875,1159.350258673905
38,347235.25,190792.65594482422,484.99785363674164,19.734592187500002,73.393753125,0.030109716415405274,19.079265594482422,0.048499785363674164,101504.63907830324,244645.84375,1065.63591063091
39,337624.5625,185652.79006958008,446.2029039859772,19.2084859375,71.7310546875,0.027169605255126954,18.565279006958008,0.04462029039859772,97520.96144478489,239103.515625,981.4668545868626
40,327977.90625,180399.79934692383,411.2464189529419,18.6720453125,70.03745624999999,0.024504428863525392,18.039979934692383,0.04112464189529419,93596.38143437263,233458.1875,905.2574133427406
41,318295.5,175041.61834716797,379.97908890247345,18.1260921875,68.314171875,0.02208765983581543,17.504161834716797,0.037997908890247345,89728.3113276991,227713.90625,835.756018040338
42,308580.75,169586.29608154297,352.26568579673767,17.5715265625,66.562528125,0.01989571952819824,16.958629608154297,0.03522656857967377,85916.69903850602,221875.09375,771.9634654293695
43,298839.8125,164042.0913696289,328.0097618699074,17.009346875000002,64.7841,0.017907678604125978,16.40420913696289,0.03280097618699074,82163.20207769051,215947.0,713.1632721530186
44,289080.5625,158417.71125793457,307.1703389286995,16.440659375,62.980664062500004,0.016104734420776368,15.841771125793457,0.03071703389286995,78470.32942597661,209935.546875,658.7990367246093
45,279313.5,152722.90229797363,289.7690422832966,15.866703125,61.154390625,0.014470024108886719,15.272290229797363,0.02897690422832966,74841.79368745536,203847.96875,608.4154310400481
46,269551.1875,146968.33610534668,275.89263394474983,15.2888609375,59.3077921875,0.012988476753234864,14.696833610534668,0.027589263394474983,71282.16840442875,197692.640625,561.6362739128817
47,259808.734375,141166.0861968994,265.6877972185612,14.7086875,57.4438359375,0.011646376609802247,14.116608619689941,0.026568779721856117,67797.00165687129,191479.453125,518.1436718712757
48,250103.703125,135329.98085021973,259.3548595905304,14.1279234375,55.565915625,0.01043135166168213,13.532998085021973,0.02593548595905304,64392.7630468416,185219.71875,477.66807621235785
49,240456.1875,129475.67939758301,257.1335434913635,13.548515625,53.6779734375,0.00933220386505127,12.9475679397583,0.025713354349136353,61076.664241659455,178926.578125,439.9755129747973
50,233802.84375,123621.06323242188,259.2877671122551,12.9726421875,51.784476562500004,0.008338685035705567,12.362106323242188,0.02592877671122551,57856.98022569856,172614.921875,404.853871942978
51,224174.6875,117780.57098388672,266.0978399217129,12.40183515625,49.888818750000006,0.007440780639648438,11.778057098388672,0.026609783992171288,54738.61313791922,166296.0625,372.0856958136428
52,214679.140625,111978.4927368164,277.80869975686073,11.838959375,47.996910937500004,0.006630177974700928,11.19784927368164,0.027780869975686073,51732.435626662336,159989.703125,341.51375393603666
53,205350.296875,106241.84608459473,294.6154773235321,11.28714453125,46.1152546875,0.005899263381958008,10.624184608459473,0.02946154773235321,48850.42457762407,153717.515625,312.9971675679262
54,196225.09375,100600.4524230957,316.62527471780777,10.74978046875,44.250946875000004,0.005240970611572266,10.06004524230957,0.03166252747178078,46105.357080056565,147503.15625,286.4029377902043
55,187342.90625,95086.98463439941,343.8211604952812,10.2305078125,42.4116984375,0.004648873805999756,9.508698463439941,0.03438211604952812,43510.340794420335,141372.328125,261.61172731273837
56,178744.171875,89736.79542541504,376.0160878300667,9.73319453125,40.605721875,0.004117001533508301,8.973679542541504,0.03760160878300667,41077.972803629935,135352.40625,238.5106369403984
57,170470.71875,84587.68844604492,412.8088429570198,9.261884375000001,38.84171953125001,0.003639863967895508,8.458768844604492,0.04128088429570198,38820.53093975969,129472.3984375,216.9930375066615
58,162564.1875,79679.12197113037,453.5398259758949,8.820711718750001,37.12873359375,0.0032124223709106446,7.967912197113037,0.04535398259758949,36749.066142325755,123762.4453125,196.96042117457546
59,155067.875,75051.32675170898,497.2522333264351,8.41376640625,35.47590234375,0.002830075740814209,7.505132675170898,0.04972522333264351,34875.90411268361,118253.0078125,178.32265743499192
60,148019.875,70743.69430541992,542.6647886633873,8.04489453125,33.892190625,0.002488570213317871,7.074369430541992,0.05426647886633873,33208.92775695771,112973.96875,160.9948784817243
61,141442.21875,66792.4690246582,588.1672725081444,7.717410156250001,32.385881250000004,0.002184058666229248,6.67924690246582,0.05881672725081444,31742.920327821048,107952.9375,144.90310783377208
62,135330.484375,63227.386474609375,631.8525224924088,7.43369609375,30.964021875000004,0.0019130029678344727,6.3227386474609375,0.06318525224924088,30451.32505407487,103213.40625,129.9798763640283
63,129634.2734375,60067.65365600586,671.5971231460571,7.194700781250001,29.63151796875,0.001672195076942444,6.006765365600586,0.06715971231460571,29270.66096537467,98771.7265625,116.1657100020966
64,124271.0234375,57316.412925720215,705.2132487297058,6.99930859375,28.39021640625,0.0014587134122848512,5.7316412925720215,0.07052132487297058,28116.474324287847,94634.0546875,103.40945049485981
65,119153.71875,54955.47294616699,730.6712120771408,6.843728125,27.237822656250003,0.0012698953151702881,5.495547294616699,0.07306712120771408,26913.215017099865,90792.7421875,91.66701237247435
66,114235.7421875,52941.95652008057,746.4314252138138,6.72110546875,26.16725625,0.001103318452835083,5.294195652008057,0.07464314252138138,25639.020711482735,87224.1875,80.9014030050439
67,109481.046875,51209.797859191895,751.8327236175537,6.62178046875,25.166854687500003,0.0009567486047744751,5.1209797859191895,0.07518327236175537,24296.614814200206,83889.515625,71.07946061491384
68,104846.28125,49678.84063720703,747.4143803119659,6.534440625,24.222025781250004,0.0008281261920928955,4.967884063720703,0.0747414380311966,22891.0695001781,80740.0859375,62.16849442873172
69,100295.0703125,48267.43125915527,734.9509745836258,6.4478296875000005,23.317696875000003,0.000715538501739502,4.826743125915527,0.07349509745836258,21435.652381451335,77725.65625,54.13146593188867
70,95800.9609375,46904.754638671875,717.170238494873,6.352363281250001,22.44091875,0.000617223858833313,4.6904754638671875,0.0717170238494873,19946.313459862722,74803.0625,46.92554672598544
71,91351.3359375,45538.91181945801,697.2586363554001,6.241229296875001,21.582300000000004,0.0005315612554550171,4.553891181945801,0.06972586363554001,18440.90993977699,71941.0,40.501015995694615
72,86950.875,44140.39134979248,678.3454865217209,6.110798437500001,20.736885937500002,0.00045707157254219055,4.414039134979248,0.06783454865217209,16939.685898978263,69122.953125,34.80223130563991
73,82618.296875,42700.82950592041,663.0709767341614,5.960437109375,19.903694531250004,0.0003924275040626526,4.270082950592041,0.06630709767341614,15463.653519616579,66345.6484375,29.769709378876996
74,78381.6015625,41229.35771942139,653.3028185367584,5.7919078125,19.084951171874998,0.00033643618226051334,4.122935771942139,0.06533028185367584,14032.465459252708,63616.50390625,25.341387032915463
75,74271.625,39746.97828292847,650.0129401683807,5.60858984375,18.284912109375,0.00028803884983062743,3.9746978282928467,0.06500129401683807,12662.05009922036,60949.70703125,21.454275037003754
76,70397.0,38281.48365020752,653.2957404851913,5.4147046875000004,17.508738281250004,0.00024628548324108127,3.828148365020752,0.06532957404851913,11439.20226104767,58362.4609375,18.368065741537976
77,66782.9140625,36862.06102371216,662.4878942966461,5.2145976562500005,16.76148515625,0.00021034052968025207,3.686206102371216,0.06624878942966461,10372.00720164401,55871.6171875,15.948991387323304
78,63445.6640625,35516.04509353638,676.3644516468048,5.012280078125,16.047384375,0.00017946945130825043,3.5516045093536377,0.06763644516468048,9462.672778493492,53491.28125,14.07509217606139
79,60380.23046875,34266.605377197266,693.3512538671494,4.81114921875,15.369589453125002,0.00015301077067852021,3.4266605377197266,0.06933512538671494,8696.54424610245,51231.96484375,12.59503526678236
80,57575.6796875,33131.62326812744,711.7300480604172,4.61387421875,14.729983593750003,0.00013039487600326538,3.313162326812744,0.07117300480604172,8057.344732110039,49099.9453125,11.39925014469327
81,55016.75390625,32123.401165008545,729.8139482736588,4.422394921875,14.129216015625,0.00011110937595367432,3.2123401165008545,0.07298139482736588,7528.557925428031,47097.38671875,10.411509363369987
82,52684.51171875,31248.56472015381,746.0737228393555,4.237984375,13.56676640625,9.47050228714943e-05,3.124856472015381,0.07460737228393555,7093.84664024692,45222.5546875,9.580478234843838
83,50557.90234375,30508.6350440979,759.2308521270752,4.06135625,13.04116640625,8.078990876674652e-05,3.05086350440979,0.07592308521270752,6737.856264216825,43470.5546875,8.872315088070309
84,48614.484375,29900.612831115723,768.3035731315613,3.8927734375000003,12.550271484375,6.90118595957756e-05,2.9900612831115723,0.07683035731315613,6446.047137520509,41834.23828125,8.263565743121717
85,46830.94140625,29417.743682861328,772.6212590932846,3.732166796875,12.091135546875002,5.90684711933136e-05,2.941774368286133,0.07726212590932846,6205.581169066019,40303.78515625,7.738768289945256
86,45183.96875,29049.89242553711,771.8165218830109,3.5792261718750003,11.66046328125,5.068695172667504e-05,2.904989242553711,0.07718165218830109,6004.7407517270185,38868.2109375,7.285659963523017
87,43650.46875,28784.663677215576,765.7945901155472,3.4334917968750003,11.25471796875,4.3635070323944095e-05,2.8784663677215576,0.07657945901155472,5832.761214081722,37515.7265625,6.895673413669101
88,42225.109375,28607.914447784424,754.6956092119217,3.294412109375,10.870144921875001,3.770757466554642e-05,2.8607914447784424,0.07546956092119217,5696.470246614772,36233.81640625,6.589296831973002
89,40894.48046875,28504.652976989746,738.8489693403244,3.1613955078125002,10.5030984375,3.272885084152222e-05,2.8504652976989746,0.07388489693403244,5594.664788123191,35010.328125,6.3645479402821366
90,39633.08984375,28459.601402282715,718.7299430370331,3.0338392578125,10.15001484375,2.854340337216854e-05,2.8459601402282715,0.07187299430370331,5514.413774853601,33833.3828125,6.19785709982537
91,38419.4140625,28458.101749420166,694.9121505022049,2.9111654296875003,9.8077177734375,2.502439543604851e-05,2.8458101749420166,0.06949121505022049,5445.315410486539,32692.392578125,6.075107291948143
92,37255.421875,28486.649990081787,668.0271774530411,2.7928357421875,9.473326171875001,2.205924317240715e-05,2.8486649990081787,0.06680271774530411,5398.36778977589,31577.75390625,6.01916487905612
93,36118.4140625,28533.358573913574,638.7320160865784,2.678362109375,9.144584765625,1.9556799903512002e-05,2.8533358573913574,0.06387320160865784,5359.139295362867,30481.94921875,6.004195996109331
94,34991.3984375,28588.318824768066,607.679970562458,2.5673171875,8.819673046875,1.743566244840622e-05,2.8588318824768066,0.060767997056245804,5317.246441623429,29398.91015625,6.012756941902353
95,33863.6796875,28643.765449523926,575.4978582262993,2.4593466796875,8.49742265625,1.5632649883627892e-05,2.8643765449523926,0.05754978582262993,5266.221748722164,28324.7421875,6.03624948801496
96,32729.9609375,28694.069385528564,542.7705124020576,2.3541746093750002,8.1772693359375,1.4092216268181801e-05,2.8694069385528564,0.054277051240205765,5202.813957001199,27257.564453125,6.0681776508012035
97,31588.7890625,28735.644817352295,510.0306123495102,2.2516138671875,7.8591169921875,1.2768035754561425e-05,2.8735644817352295,0.05100306123495102,5125.955691951094,26197.056640625,6.1033634526871765
98,30442.328125,28766.765594482422,477.75574028491974,2.1515675781250003,7.543423242187501,1.162269152700901e-05,2.876676559448242,0.047775574028491974,5036.257653591223,25144.744140625,6.13725783821792
99,29294.99609375,28787.426948547363,446.365661919117,2.0540373046875002,7.23103359375,1.0622266680002213e-05,2.8787426948547363,0.0446365661919117,4935.248362654791,24103.4453125,6.163325820017917
100,28407.81640625,28799.045085906982,416.2213206291199,1.9591244140625002,6.923234765625,9.740011766552925e-06,2.8799045085906982,0.04162213206291199,4825.702592556016,23077.44921875,6.175201345533537
101,27274.955078125,28805.42278289795,387.6590356230736,1.866905859375,6.62144296875,8.952624164521695e-06,2.880542278289795,0.03876590356230736,4710.622330608778,22071.4765625,6.1662395603487425
102,26166.189453125,28810.062408447266,360.9216585755348,1.77771171875,6.327526171875,8.242166601121426e-06,2.8810062408447266,0.03609216585755348,4593.614377223188,21091.75390625,6.131476216590215
103,25093.115234375,28816.773891448975,336.19411289691925,1.691967578125,6.0436886718750005,7.592905778437853e-06,2.8816773891448975,0.033619411289691925,4478.533220366808,20145.62890625,6.066931457107984
104,24067.6953125,28829.20265197754,313.6012703180313,1.61018935546875,5.77223671875,6.994846742600202e-06,2.882920265197754,0.03136012703180313,4369.259794041922,19240.7890625,5.973075273151693
105,23102.21484375,28849.93314743042,293.2089753448963,1.5329584960937501,5.515651171875,6.440967787057161e-06,2.884993314743042,0.02932089753448963,4269.428610537725,18385.50390625,5.853130801993899
106,22208.734375,28879.91189956665,275.0309742987156,1.46089560546875,5.2763859375,5.927332676947117e-06,2.887991189956665,0.02750309742987156,4182.557231430663,17587.953125,5.7129523703650875
107,21398.9765625,28917.982578277588,259.03472676873207,1.39461689453125,5.056922460937501,5.45311626046896e-06,2.891798257827759,0.025903472676873207,4111.766784620471,16856.408203125,5.560691493182503
108,20682.4375,28960.99805831909,245.15805765986443,1.3346791992187501,4.859246191406251,5.016007460653782e-06,2.896099805831909,0.024515805765986443,4059.659281162749,16197.4873046875,5.402448219027519
109,20067.16015625,29004.25910949707,233.31856355071068,1.2815156250000002,4.685173535156251,4.618908744305373e-06,2.900425910949707,0.023331856355071068,4028.0312430951744,15617.2451171875,5.249026680330871
110,19557.30859375,29042.017459869385,223.42033684253693,1.2353642578125001,4.5356329101562505,4.262021742761135e-06,2.9042017459869385,0.022342033684253693,4017.845893482445,15118.7763671875,5.108268739344908
111,19152.123046875,29067.881107330322,215.35729989409447,1.19620078125,4.410619921875,3.946433309465647e-06,2.9067881107330322,0.021535729989409447,4028.415402340237,14702.06640625,4.988404912616204
112,18845.21875,29074.177742004395,209.01160314679146,1.16368974609375,4.3091443359375,3.6726216785609724e-06,2.9074177742004395,0.020901160314679146,4056.9418653981993,14363.814453125,4.89586741191431
113,18625.14453125,29052.202701568604,204.25193011760712,1.1371716796875,4.229272558593751,3.439977997913957e-06,2.9052202701568604,0.02042519301176071,4098.880073271459,14097.5751953125,4.834031601083723
114,18475.7578125,28992.390632629395,200.93392580747604,1.115699609375,4.16837109375,3.246872453019023e-06,2.8992390632629395,0.020093392580747604,4147.5494250874035,13894.5703125,4.80294003959574
115,18375.359375,28885.45513153076,198.88998940587044,1.09813193359375,4.122887109375,3.089024918153882e-06,2.888545513153076,0.019888998940587044,4194.020606726874,13742.95703125,4.797145968125989
116,18299.890625,28724.265098571777,197.9207806289196,1.0832646484375001,4.08879052734375,2.9629513155668975e-06,2.8724265098571777,0.01979207806289196,4228.657684301725,13629.3017578125,4.811032158378509
117,18230.50390625,28505.351543426514,197.78402522206306,1.06997724609375,4.0624778320312505,2.864871406927705e-06,2.8505351543426514,0.019778402522206306,4245.271555731597,13541.5927734375,4.83815755232078
118,18155.58984375,28230.0066947937,198.19332286715508,1.05735810546875,4.04084619140625,2.7907018084079027e-06,2.82300066947937,0.019819332286715508,4242.718774411827,13469.4873046875,4.871830549887335
119,18067.697265625,27904.322147369385,198.82986322045326,1.0447771484375001,4.02145986328125,2.737389178946614e-06,2.7904322147369385,0.019882986322045326,4221.6066316817305,13404.8662109375,4.907605488143076
120,17964.150390625,27537.98484802246,199.36783239245415,1.03189833984375,4.002791015625,2.701414516195655e-06,2.753798484802246,0.019936783239245415,4184.134595879907,13342.63671875,4.940907925160246
121,17844.734375,27143.115997314453,199.50833171606064,1.01864384765625,3.983921484375,2.680490491911769e-06,2.7143115997314453,0.019950833171606064,4132.881845355383,13279.73828125,4.969878377529852
122,17711.04296875,26732.749938964844,199.01301711797714,1.0051263671875001,3.9645380859375,2.672299509868026e-06,2.6732749938964844,0.019901301711797714,4070.2426772078034,13215.126953125,4.993086595071929
123,17568.76171875,26319.639682769775,197.72715866565704,0.99157216796875,3.94469970703125,2.6740538887679577e-06,2.6319639682769775,0.019772715866565704,4001.191893793759,13148.9990234375,5.0116676007097
124,17422.05078125,25915.1554107666,195.59307023882866,0.97824658203125,3.9246972656250003,2.6840048376470804e-06,2.59151554107666,0.019559307023882866,3928.6213958254666,13082.32421875,5.026801628660564
125,17273.525390625,25528.898239135742,192.64351576566696,0.9653998046875001,3.9047437500000006,2.7000433765351772e-06,2.552889823913574,0.019264351576566696,3854.2611929003615,13015.8125,5.037313908477586
126,17126.4609375,25168.373584747314,188.98643553256989,0.9532294921875001,3.8851139648437503,2.7206502854824065e-06,2.5168373584747314,0.01889864355325699,3780.250293627614,12950.3798828125,5.043417090585081
127,16983.556640625,24838.852882385254,184.78082492947578,0.94186513671875,3.8659807617187507,2.7433093637228014e-06,2.4838852882385254,0.01847808249294758,3708.5121243852773,12886.6025390625,5.043761796117906
128,16846.8828125,24543.67160797119,180.20931631326675,0.9313647460937501,3.8474220703125,2.766260877251625e-06,2.454367160797119,0.018020931631326675,3640.6905063719023,12824.740234375,5.038542593950979
129,16717.884765625,24284.238815307617,175.45482143759727,0.9217238281250001,3.82939658203125,2.7887108735740186e-06,2.4284238815307617,0.017545482143759727,3578.2210386841325,12764.6552734375,5.029655205177278
130,16597.73828125,24060.509204864502,170.6826128065586,0.9128897460937501,3.81186328125,2.8080542106181384e-06,2.40605092048645,0.01706826128065586,3522.2916081633302,12706.2109375,5.015721956510191
131,16487.01953125,23871.068954467773,166.02901741862297,0.90477802734375,3.79478642578125,2.8236573562026023e-06,2.3871068954467773,0.016602901741862297,3473.5335973539914,12649.2880859375,4.998659746361113
132,16385.5703125,23713.58633041382,161.6016961634159,0.8972865234375,3.77809482421875,2.834484912455082e-06,2.371358633041382,0.01616016961634159,3432.0179342638585,12593.6494140625,4.979318746919716
133,16293.046875,23584.80453491211,157.48152509331703,0.8903109375,3.7617676757812504,2.8391028754413126e-06,2.358480453491211,0.015748152509331703,3397.4946615155786,12539.2255859375,4.957473215932566
134,16208.9169921875,23480.842113494873,153.72930094599724,0.8837494140625001,3.74580439453125,2.8385003097355365e-06,2.3480842113494873,0.015372930094599724,3369.48211346654,12486.0146484375,4.936482942902046
135,16132.423828125,23397.26209640503,150.39769932627678,0.87751328125,3.7302202148437504,2.8312744107097387e-06,2.339726209640503,0.015039769932627678,3347.248236799147,12434.0673828125,4.915061962911523
136,16062.611328125,23329.46538925171,147.5377194583416,0.8715278320312501,3.7150271484374997,2.8182512614876033e-06,2.332946538925171,0.01475377194583416,3329.8882483165653,12383.423828125,4.895149694187353
137,15998.634765625,23272.533416748047,145.20236290991306,0.8657353515625,3.7002553710937502,2.7984739281237124e-06,2.3272533416748047,0.014520236290991306,3316.547014793905,12334.1845703125,4.875126394119036
138,15939.8046875,23221.631050109863,143.448943272233,0.8600943359375001,3.6859125,2.7738003991544246e-06,2.3221631050109863,0.014344894327223301,3306.5746463442338,12286.375,4.857605082269288
139,15885.3037109375,23172.097206115723,142.33365654945374,0.854580078125,3.6719888671875003,2.744494238868356e-06,2.3172097206115723,0.014233365654945374,3299.2583177547203,12239.962890625,4.842041300198645
140,15834.693359375,23119.606971740723,141.90304093062878,0.84918125,3.6585410156250004,2.7110239025205374e-06,2.3119606971740723,0.014190304093062878,3294.0312201343477,12195.13671875,4.8279192390992876
141,15787.533203125,23060.433864593506,142.18461699783802,0.84390107421875,3.64558125,2.6744436472654345e-06,2.3060433864593506,0.014218461699783802,3290.4570473546046,12151.9375,4.815490533762841
142,15742.998046875,22991.409301757812,143.17614026367664,0.8387509765625001,3.6330137695312503,2.635595388710499e-06,2.2991409301757812,0.014317614026367664,3288.0772194216843,12110.0458984375,4.804505721774376
143,15701.8408203125,22910.1824760437,144.83763836324215,0.8337500976562501,3.6208435546875,2.594534540548921e-06,2.29101824760437,0.014483763836324215,3287.5592442824563,12069.478515625,4.7949465524196455
144,15663.8330078125,22815.237045288086,147.08765782415867,0.8289203125000001,3.6090697265625,2.5532247964292764e-06,2.2815237045288086,0.014708765782415867,3288.6976398974657,12030.232421875,4.7887763164657144
145,15627.990234375,22705.76000213623,149.80333857238293,0.8242825195312501,3.5976480468750003,2.5109238922595976e-06,2.270576000213623,0.014980333857238293,3290.7369471924612,11992.16015625,4.782391406489751
146,15593.30859375,22581.846714019775,152.83147804439068,0.81985498046875,3.5865161132812498,2.468976425006986e-06,2.2581846714019775,0.015283147804439068,3292.9549537342973,11955.0537109375,4.776311446911848
147,15559.25,22444.283962249756,155.99596314132214,0.81564951171875,3.57569208984375,2.4273819290101528e-06,2.2444283962249756,0.015599596314132214,3294.809443338745,11918.9736328125,4.7689370021707305
148,15524.935546875,22294.3115234375,159.11677852272987,0.81166982421875,3.5651094726562507,2.3872463498264552e-06,2.22943115234375,0.015911677852272987,3295.7035327580816,11883.6982421875,4.761111356252314
149,15489.7880859375,22133.686542510986,162.02444210648537,0.807911181640625,3.5547758789062502,2.3478104267269373e-06,2.2133686542510986,0.016202444210648537,3295.0924585312314,11849.2529296875,4.750501495374522
150,15635.17578125,21964.45941925049,164.5752601325512,0.804361083984375,3.5446476562500004,2.3099707905203104e-06,2.196445941925049,0.01645752601325512,3292.634900092162,11815.4921875,4.738302769915435
151,15596.6630859375,21789.305210113525,166.6754111647606,0.800906787109375,3.5347828125000005,2.2738769184798004e-06,2.1789305210113525,0.01666754111647606,3287.802957706619,11782.609375,4.7246310392312125
152,15556.138671875,21610.393524169922,168.2620868086815,0.79753447265625,3.5251479492187503,2.2389586083590986e-06,2.161039352416992,0.01682620868086815,3280.5730567859136,11750.4931640625,4.708410790054813
